project,downloads_count
django-migration-vis,5719
django-request-token,5711
django-taggit-templatetags,5707
django-nplusone,5687
django-phaxio,5666
django-migration-testcase,5664
django-codemirror2,5647
djangoldp-tzcld,5624
django-customvueadmin,5621
djangocms-cascade,5618
django-nested-values,5615
django-materializecss-form,5613
django-select2-rocks,5603
coderedcms,5600
django-canonical-domain,5598
wagtail-nav-menus,5594
django-removals,5589
drf-redesign,5555
django-elastipymemcache,5551
wagtail-enap-designsystem,5542
djangoldp-circle,5523
django-admin-search,5517
django-markdown2,5517
django-channel-tasks,5516
django-mssql,5512
django-model2puml,5492
django-maintenancemode,5473
django-remake-migrations,5472
django-smoketest,5448
django-imagefield,5438
django-jchart,5413
dj-datatables-view,5403
django-multifactor,5400
djangogrpcframework,5387
django-maced,5381
wagtailstreamforms,5362
drf-openapi-tester,5359
django-super-deduper,5342
django-celery-token-bucket,5334
djangoldp-project,5306
django-postgres-unlimited-varchar,5300
django-pkgconf,5287
django-manager-utils,5282
django-neomodel,5280
django-form-utils,5280
django-easysettings,5278
django-frog,5273
django-fluent-dashboard,5260
django-command-log,5255
drf-tracking,5254
django-mail-admin,5253
django-autotask,5251
django-postman,5250
django-machina,5228
django-sorcery,5223
django-form-admin,5221
django-tqdm,5210
django-strong-passwords,5206
django-htmx-autocomplete,5194
django-no-queryset-admin-actions,5184
django-unixtimestampfield,5167
django-cradmin,5167
django-gcm,5152
django-admin-action-tools,5146
django-adminlte3,5132
djangocms-page-tags,5109
django-loci,5102
django-shopify-auth,5079
django-magic-link,5074
django-verify-email,5066
django-fullurl,5059
wagtail-sitemap-seo,5057
django-nominopolitan,5049
django-jsonify,5046
django-pony-express,5044
wagtail-trash,5040
wagtail-grapple,5033
django-tabular-permissions,5026
django-password-reset,5022
django-boto,5015
djangoldp-notification,5012
wagtailgeowidget,5007
djangoautoconf,4992
django-light,4991
django-sslserver-v2,4974
django-apar,4973
django-admin-autocomplete-all,4967
django-chunked-upload,4956
django-materialized-view,4954
drf-nested-forms,4954
django-charid-field,4952
django-logging-middleware,4952
drf-batch-requests,4945
django-distill,4938
django-walletpass,4922
django-bulk-triggers,4919
django-cache-fallback,4910
django-classy-settings,4910
django-easy-maps,4907
drf-friendly-errors,4904
django-admin-actions,4891
django-x509,4890
django-admin-object-actions,4879
django-samesite-none,4845
django-pgschemas,4841
django-yaa-settings,4828
wagtail-ai,4827
django-graphql-geojson,4825
django-rql,4819
django-google-tag-manager,4811
django-query-profiler,4810
django-macros,4805
django-jsonforms,4792
django-altcha,4776
django-s3-upload,4771
django-pg-copy,4771
django-wysiwyg,4762
wagtail-link-block,4762
djangocms-column,4762
django-fsm-2-admin,4760
django-camunda,4760
django-rest-hooks,4757
wagtailcodeblock,4746
django-modelclone-next,4731
django-categories,4720
django-afip,4720
django-vite-plugin,4711
django-pint,4699
drf-auth-kit,4697
djmicrosip-reorden,4694
django-unixdatetimefield,4693
django-parsley,4684
django-shouty-templates,4675
django-admirarchy,4663
django-localflavor-us,4648
django-gisserver,4646
django-pdfkit,4643
djitellopy,4629
django-postgres-fuzzycount,4628
django-history-triggers,4618
django-cluster-redis,4617
django-eventtools,4614
drf-spectacular-websocket,4608
djb,4604
django-nanoid-field,4590
django-webshell,4588
django-modeldict-yplan,4584
django-user-media,4561
wagtail-django-recaptcha,4559
django-languageselect,4555
django-copybook,4554
django-slick-reporting,4553
django-encrypted-filefield,4553
django-dynamic-admin-forms,4549
django-optimistic-lock,4538
django-view-table,4528
django-helusers,4521
drf-url-filters,4517
django-blacklist,4516
django-saas-base,4511
django-cast,4508
django-admincharts,4499
django-rest-marshmallow,4498
django-db-cascade-2,4491
django-tomselect,4488
django-fido,4488
django-html-sanitizer,4484
drf-react-template-framework,4480
django-serverside-datatable,4473
djangocms-bootstrap4,4467
django-read-only-admin,4458
django-keycloak,4456
django-dynamodb-cache,4448
django-ordered-field,4440
django-enforce-host,4431
django-db,4431
django-outbox-pattern,4430
django-userena-ce,4428
django-api-generator,4427
django-ip-restriction,4406
django-microsoft-sso,4395
django-related-admin,4394
django-inlinecss-redux,4386
django-includecontents,4386
django-mds,4379
django-prose,4375
django-fieldsets-with-inlines,4371
django-ocs-observation-portal,4365
djangorestframework-inclusions,4326
wagtail-footnotes,4317
djmicrosip-mail,4316
django-viewcomponent,4293
wagtail-bakery,4282
django-reorder,4273
django-nice,4272
django-sae,4271
django-cravensworth,4266
django-assets,4250
django-yearlessdate,4240
django-admin-menu,4222
django-advanced-report-builder,4219
django-geonode-mapstore-client,4213
django-password-policies-iplweb,4213
django-pyscss,4212
django-fakery,4201
django-graphql-social-auth,4194
django-background-tasks-updated,4193
django-async-messages-redux,4192
django-favicon-plus-reloaded,4178
django-microsoft-authentication,4176
django-seeker,4173
django-scaffold-toolkit,4134
django-rest-durin,4129
django-inet,4127
djangotoolbox,4122
django-simple-sso,4120
iommi,4120
django-flatblocks,4119
django-emoji,4112
django-peeringdb,4112
django-translations,4111
django-gdpr-assist,4111
djfapi,4108
djangoldp-needle,4099
django-matialvarezs-grafana-customers,4094
django-tasks-scheduler,4091
wagtail-inventory,4082
djust,4070
django-visitor-pass,4067
djenga,4064
django-graphql-ratelimit,4052
django-backstage,4048
wagtail-storages,4034
django-angular,4031
django-service-urls,4025
django-isbn-field,4020
django-nextjs,4009
django-nitro,4009
django-datebook,4007
django-json-logger,4003
drf-tus,4002
django-graylog,4000
django-code-deploy,3992
django-json-ld,3991
django-rest-witchcraft,3991
django-admin-bootstrapped,3986
django-db-constraints,3982
django-oscarbot,3978
django-autoslug-iplweb,3975
django-elevate,3970
django-jinja-bootstrap-form,3959
django-app-logs,3949
django-passkeys,3945
django-globals,3942
django-compressor-toolkit,3935
drf-partial-response,3935
django-nap,3933
django-devbar,3919
django-nonefield,3915
djaploy,3906
django-rest,3905
django-tags-input,3904
django-migrate-sql-deux,3899
django-migration-fixer,3885
django-app-graphql,3870
django-streamfield,3862
django-handleref,3861
django-hvad,3860
djangofloor,3849
django-dynamic-attachments,3834
django-admin-geomap,3833
django-dynamic-models-readonly,3827
django-background-tasks-doctocliq,3825
django-vtasks,3822
django-calaccess-raw-data,3820
djangotribune,3817
django-content-settings,3806
django-crypto-fields,3801
django-audit-fields,3789
django-ddm,3785
django-turbo-response,3785
django-limits,3784
django-security,3773
djeu,3757
django-opensearch,3756
django-kombu,3742
django-widgy,3740
django-passwords,3740
django-composed-configuration,3740
puput,3728
django-iconify,3716
django-3-jet,3707
django-async-redis,3700
django-datetime-utc,3685
django-dont-vary-on,3678
djhtmx,3677
django-print-sql,3668
django-bigbuild,3667
wagtail-2fa,3661
django-fsm-rx,3659
django-infinite-scroll-pagination,3657
django-cache,3653
django-msp-sms,3653
django-postgresql-dag,3649
drf-nested,3636
django-blocklist,3636
django-group-by,3628
djangocms-history,3613
django-csvimport,3613
django-graphene-crud-generator,3608
django-cool,3606
wagtail-draftail-anchors,3603
django-simple-deploy,3594
django-squash,3587
django-oscar-paypal,3584
django-structured-json-field,3582
django-kaio,3576
django-oauth2-authcodeflow,3573
django-teryt-tree,3564
django-csv-export-view,3555
djangokit,3545
django-zoho-zeptomail,3535
django-brutebuster,3531
djpress,3527
django-appmail,3525
django-front,3515
django-separatedvaluesfield,3513
django-local-lib,3513
django-introspection,3512
django-redis-sentinel-redux,3504
dj-whisperer,3499
django-test-signals,3492
django-humans-txt,3488
django-request-vars,3484
django-server-status,3477
django-email-learning,3477
django-moj-irat,3476
djgentelella,3473
django-query-capture,3471
django-disposable-email-checker,3458
django-dynamic-workflows,3458
django-universal-paginator,3454
django-utils,3454
django-semantic-admin,3453
django-ecsmanage,3449
django-pyodbc,3445
django-sqlformatter,3437
wagtail-schema-org,3435
wagtail-cjkcms,3435
django-ckeditor-filebrowser-filer,3430
django-generate-series,3418
django-ca,3394
djangorestframework-serializer-extensions,3391
django-firebird,3390
drf-keycloak-auth,3390
django-reversion-rest-framework,3379
django-mustache,3375
drf-proxy-pagination,3370
django-tabbed-admin3,3361
django-editor-widgets,3350
django-shinobi,3343
django-rq-scheduler,3341
django-liveview,3330
django-parallel-test,3325
django-templates-macros,3325
django-pwdtk,3322
django-cqrs,3313
django-stomp,3312
wagtailfontawesome,3308
django-aws-secrets-manager,3304
django-lang-switch,3300
djay,3297
drf-audit-trail,3297
django-rq-dashboard,3287
django-sso-app,3285
django-redis-admin,3283
django-pagination,3275
djadmin-detail-view,3273
django-sitemaps,3269
django-bulma,3267
django-social-auth,3267
django-envelope,3261
django-behaviors,3253
django-orderable,3252
django-notifs,3252
django-decouple,3248
django-loose-fk,3243
django-nis2-shield,3241
django-admin-toolbox,3240
djangoldp-community,3231
dj-places,3228
django-mako-plus,3227
django-lexorank,3226
django-graphbox,3223
djangorestframework-datatables-editor,3222
django-side-effects,3217
django-absolute,3215
django-jacc,3215
django-glue,3213
django-test-tools,3212
django-ninja-crud,3206
django-fancy-cache,3203
django-richenum,3201
django-stackstore-model,3195
django-preventconcurrentlogins,3189
django-rest-assured,3187
django-ga-context,3183
django-post-request-task,3181
django-tsvector-field,3177
django-email-utils,3173
django-bootstrap-toolkit,3171
django-oauth-toolkit-dcr,3168
djangocms-helper,3159
django-fast-ratelimit,3156
django-unfold-patrick,3154
django-shopify-app,3154
django-version-checks,3150
django-revision,3145
django-mediagenerator,3144
django-seeding,3140
django-simple-tags,3138
django-zendesk-tickets,3137
wagtail-orderable,3133
django-rest-framework-braces,3132
django-tag-me,3130
django-msteams-notify,3122
django-councilmatic,3120
drf-compound-fields,3119
django-pint-field,3116
django-inteliger,3115
django-kronos,3115
django-birdbath,3112
django-use-email-as-username,3111
django-jazzmin-admin-rangefilter,3108
django-flex,3102
drf-json-api-utils,3099
django-injector,3093
django-heartbeat,3092
djangocms-simple-admin-style,3091
django-livefield,3088
django-simple-health-check,3087
django-doctor,3087
django-perimeter,3084
django-argonauts,3083
django-npm-mjs,3066
django-szuprefix,3056
django-insider,3053
django-drf-extensions,3047
django-rest-elasticsearch,3045
django-uwsgi,3040
django-tables2-reports,3029
dj-test-queries,3029
django-log-labeler,3028
django-admin-generator,3027
djangoldp-tems,3016
django-szuprefix-saas,3013
wagtail-accessibility,3011
django-mail-auth,3008
django-ninja-passwordreset,3004
django-test,2993
django-forestadmin,2985
django-lineage,2984
django-cache-utils,2984
django-partial-index,2982
django-yarnpkg,2982
django-hstore,2978
django-next-prev,2977
django-garnett,2976
django-ratelimit-backend,2972
django-jsonstore,2971
django-sync-env,2964
django-cached-authentication-middleware,2961
django-saml2-auth-multi,2952
django-memcache-status,2949
django-eventlog,2948
django-security-logger,2947
django-pagination-bootstrap,2937
django-improved-user,2935
django-rest-email-auth,2929
django-progressive-web-app,2922
django-lti,2921
django-s3-file-field-client,2915
django-nh3,2908
django-adv-cache-tag,2908
djinntoux,2906
django-spirit,2903
django-camomilla-cms,2903
django-idp-user,2900
django-gcloud-connectors,2897
django4-bootstrap-breadcrumbs,2896
django-http-proxy,2887
django-sso,2886
django-djcopyright,2885
django-glrm,2881
django-generic-api-permissions,2880
django-hstore-widget,2879
django-static-fontawesome,2874
django-harlequin,2866
django-overextends,2866
django-custom-logging,2861
django-entity,2856
django-is-core,2856
django-uwsgi-ng,2852
django-project-version,2851
django-gfklookupwidget,2849
django-template-lsp,2848
django-s3-session-storage,2848
django-lfs,2844
django-tbase-post-product,2843
django-qr-toolkit-core,2843
djaodjin-signup,2842
django-fast-iprestrict,2842
django-ltree-2,2841
djwebsockets,2840
django-friendship,2830
django-honeypot-admin,2829
django-render-static,2829
django-password-policies-validator,2820
django-form-surveys,2820
dj-anonymizer,2820
django-registration-email,2813
django-4-jet,2812
django-recaptcha3,2812
django-precise-bbcode,2794
django-to-galaxy,2794
django-sodar-core,2785
django-keycloak-auth,2783
django-poll,2783
wagtail-meta-preview,2782
django-chromepdf,2780
django-sp,2778
django-api-client,2778
django-awl,2778
django-xml,2777
django-cache-cleaner,2776
django-audit-log,2776
django-user-management,2774
djangorecipe,2770
django-admin-view-permission,2757
djaodjin-survey,2751
django-lazysignup,2748
djmicrosip-cambiaprecios,2746
django-cmd,2735
drf-appkit,2732
django-splint-kovs,2728
djapi,2726
django-rest-framework-nested,2726
django-qurl-templatetag,2725
django-bcrypt,2723
djaodjin-saas,2721
django-admin-colors,2716
djangorestframework-expander,2716
django-qstash,2715
django-restic-backup,2714
django-bird,2713
django-models-logging,2712
wagtail-modeltranslation,2711
